ID,WikiDataID,Type,City,Name,Country,CountryCode,Region,RegionCode,Latitude,Longitude,Population
3350606,Q24668,CITY,Aixirivall,Aixirivall,Andorra,AD,Sant Julià de Lòria,06,42.46245,1.50209,1025
3216144,Q24656,CITY,Aixovall,Aixovall,Andorra,AD,Sant Julià de Lòria,06,42.47635833,1.48949167,69
3406038,Q4699394,CITY,Aixàs,Aixàs,Andorra,AD,Sant Julià de Lòria,06,42.48638889,1.46722222,0
3360277,Q24475,CITY,Ansalonga,Ansalonga,Andorra,AD,Ordino,05,42.568443,1.521571,0
3341362,Q24551,CITY,Anyós,Anyós,Andorra,AD,La Massana,04,42.53459167,1.54165,1006
3361293,Q24478,CITY,Arans,Arans,Andorra,AD,Ordino,05,42.58333333,1.51666667,0
866,Q24554,CITY,Arinsal,Arinsal,Andorra,AD,La Massana,04,42.56666667,1.48333333,1419
3394034,Q24650,CITY,Aubinyà,Aubinyà,Andorra,AD,Sant Julià de Lòria,06,42.4528,1.493,0
3292906,Q24641,CITY,Bixessarri,Bixessarri,Andorra,AD,Sant Julià de Lòria,06,42.48251111,1.45860833,0
3481376,Q4944722,CITY,Bordes d'Envalira,Bordes d'Envalira,Andorra,AD,Canillo,02,42.56666667,1.61666667,0
3852308,Q5034280,CITY,Canòlic,Canòlic,Andorra,AD,Sant Julià de Lòria,06,42.47444444,1.45194444,0
3403329,Q24630,CITY,Certés,Certés,Andorra,AD,Sant Julià de Lòria,06,42.47527778,1.50583333,0
3851202,Q24379,CITY,El Forn,El Forn,Andorra,AD,Canillo,02,42.53333333,1.56666667,99
408,Q24456,CITY,El Pas de la Casa,El Pas de la Casa,Andorra,AD,Encamp,03,42.54277,1.73361,1927
3206457,Q24490,CITY,El Serrat,El Serrat,Andorra,AD,Ordino,05,42.618123,1.538225,0
614,Q24413,CITY,El Tarter,El Tarter,Andorra,AD,Canillo,02,42.58333333,1.65,747
3354198,Q24411,CITY,El Vilar,El Vilar,Andorra,AD,Canillo,02,42.56666667,1.6,0
3489827,Q24417,CITY,Els Plans,Els Plans,Andorra,AD,Canillo,02,42.580603,1.635486,38
3496486,Q1154347,CITY,Els Vilars d'Engordany,Els Vilars d'Engordany,Andorra,AD,Escaldes-Engordany,08,42.51636,1.53356,0
3851452,Q746899,CITY,Engolasters,Engolasters,Andorra,AD,Escaldes-Engordany,08,42.51147,1.560467,0
3200831,Q586510,CITY,Engordany,Engordany,Andorra,AD,Escaldes-Engordany,08,42.511830555,1.540075,0
3282473,Q24556,CITY,Erts,Erts,Andorra,AD,La Massana,04,42.56361111,1.495,0
3356743,Q24566,CITY,Escàs,Escàs,Andorra,AD,La Massana,04,42.55,1.51666667,0
3482283,Q24629,CITY,Fontaneda,Fontaneda,Andorra,AD,Sant Julià de Lòria,06,42.4539,1.4575,110
3228107,Q24388,CITY,Incles,Incles,Andorra,AD,Canillo,02,42.583,1.662,510
3420693,Q24625,CITY,Juberri,Juberri,Andorra,AD,Sant Julià de Lòria,06,42.44,1.50666667,0
2987553,Q24371,CITY,L'Aldosa de Canillo,L'Aldosa de Canillo,Andorra,AD,Canillo,02,42.57777778,1.61944444,289
3467153,Q24540,CITY,L'Aldosa de la Massana,L'Aldosa de la Massana,Andorra,AD,La Massana,04,42.54391,1.52289,594
3852981,Q6455591,CITY,L'Armiana,L'Armiana,Andorra,AD,Canillo,02,42.53333333,1.56666667,0
3086756,Q24486,CITY,La Cortinada,La Cortinada,Andorra,AD,Ordino,05,42.57667,1.51773,845
3056764,Q2536296,CITY,La Margineda,La Margineda,Andorra,AD,Andorra la Vella,07,42.4859,1.49045,155
3264421,Q24447,CITY,Les Bons,Les Bons,Andorra,AD,Encamp,03,42.53333333,1.58333333,0
759,Q1050185,CITY,Les Escaldes,Les Escaldes,Andorra,AD,Escaldes-Engordany,08,42.5,1.53333333,15853
3383502,Q24483,CITY,Llorts,Llorts,Andorra,AD,Ordino,05,42.596389,1.526638,0
3299914,Q24622,CITY,Llumeneres,Llumeneres,Andorra,AD,Sant Julià de Lòria,06,42.4725,1.51111111,5
3280253,Q24390,CITY,Meritxell,Meritxell,Andorra,AD,Canillo,02,42.55416667,1.59055556,69
3326276,Q6896400,CITY,Molleres,Molleres,Andorra,AD,Canillo,02,42.55,1.58333333,0
3199570,Q24611,CITY,Nagol,Nagol,Andorra,AD,Sant Julià de Lòria,06,42.47111111,1.50333333,0
3300956,Q24558,CITY,Pal,Pal,Andorra,AD,La Massana,04,42.55,1.48333333,235
3495353,Q24415,CITY,Prats,Prats,Andorra,AD,Canillo,02,42.560397,1.593975,0
3323791,Q24392,CITY,Ransol,Ransol,Andorra,AD,Canillo,02,42.58333333,1.63333333,0
3077529,Q24597,CITY,Santa Coloma d'Andorra,Santa Coloma d'Andorra,Andorra,AD,Andorra la Vella,07,42.493897222,1.497683333,3002
3199670,Q24499,CITY,Segudet,Segudet,Andorra,AD,Ordino,05,42.55,1.53333333,0
3437048,Q24562,CITY,Sispony,Sispony,Andorra,AD,La Massana,04,42.53333333,1.51666667,833
2996424,Q24398,CITY,Soldeu,Soldeu,Andorra,AD,Canillo,02,42.576944444,1.667222222,622
3259911,Q24495,CITY,Sornàs,Sornàs,Andorra,AD,Ordino,05,42.56666667,1.53333333,0
3205272,Q24459,CITY,Vila,Vila,Andorra,AD,Encamp,03,42.5319,1.5656,1143
3333301,Q2544237,CITY,Xixerella,Xixerella,Andorra,AD,La Massana,04,42.55,1.48333,0
3363925,Q4540575,CITY,'Uraybi,'Uraybi,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.783055555,55.979444444,0
3857091,Q4540406,CITY,Abadilah,Abadilah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.45353,56.18991,0
659,Q1519,CITY,Abu Dhabi,Abu Dhabi,United Arab Emirates,AE,Emirate of Abu Dhabi,AZ,24.451111111,54.396944444,1483000
3222805,Q4682440,CITY,Adgat,Adgat,United Arab Emirates,AE,Emirate of Fujairah,FU,25.496666666,56.356388888,0
3396372,Q4682448,CITY,Adh Dharbaniyah,Adh Dharbaniyah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.783333333,55.933333333,0
3873326,Q4682473,CITY,Adhan,Adhan,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.4638326,55.9947649,0
638,Q530171,CITY,Ajman,Ajman,United Arab Emirates,AE,Emirate of Ajman,AJ,25.399444444,55.479722222,490035
3253114,Q4700233,CITY,Akamiya,Akamiya,United Arab Emirates,AE,Emirate of Fujairah,FU,25.6,56.27,0
644,Q234600,CITY,Al Ain,Al Ain,United Arab Emirates,AE,Emirate of Abu Dhabi,AZ,24.2075,55.744722222,766936
3870485,Q56376594,CITY,Al Aqqah,Al Aqqah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.4967,56.3564,0
3314170,Q4703526,CITY,Al Badiyah,Al Badiyah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.431388888,56.348333333,0
3875351,Q131009147,CITY,Al Baqil,Al Baqil,United Arab Emirates,AE,Emirate of Fujairah,FU,25.614198,56.1591715,0
3872681,Q130527389,CITY,Al Dafain,Al Dafain,United Arab Emirates,AE,Emirate of Sharjah,SH,24.9648028,55.7795463,0
3856480,Q129391002,CITY,Al Ejili,Al Ejili,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.04117,56.1512,0
3427649,Q4703799,CITY,Al Fahlayn,Al Fahlayn,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.684166666,55.966666666,0
3599334,Q3501086,CITY,Al Garhoud,Al Garhoud,United Arab Emirates,AE,Emirate of Dubai,DU,25.228938888,55.326630555,19726
3407655,Q4703863,CITY,Al Ghabah,Al Ghabah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,26.048888888,56.153333333,0
3431003,Q4703865,CITY,Al Ghabam,Al Ghabam,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,26.032777777,56.152222222,0
3276006,Q4703869,CITY,Al Ghashban,Al Ghashban,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,26.0425,56.118611111,0
3872641,Q130526722,CITY,Al Ghizaimri,Al Ghizaimri,United Arab Emirates,AE,Emirate of Fujairah,FU,25.1493955,56.2406424,0
3874789,Q130752484,CITY,Al Ghunah,Al Ghunah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.4145035,56.1871367,0
3210694,Q4703966,CITY,Al Hamidiyah,Al Hamidiyah,United Arab Emirates,AE,Emirate of Ajman,AJ,25.391666666,55.53,27000
3291109,Q4703976,CITY,Al Hamraniyah,Al Hamraniyah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.611388888,55.900277777,0
3355708,Q4703978,CITY,Al Hamriyah,Al Hamriyah,United Arab Emirates,AE,Emirate of Sharjah,SH,25.480833333,55.498333333,3297
3874273,Q130644823,CITY,Al Hayilah,Al Hayilah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.7980557,56.1024195,0
3438491,Q4704008,CITY,Al Hayl,Al Hayl,United Arab Emirates,AE,Emirate of Fujairah,FU,25.0925302,56.2438916,0
3273693,Q4704014,CITY,Al Hayr,Al Hayr,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.978611111,56.085277777,0
3411380,Q4704012,CITY,Al Heera,Al Heera,United Arab Emirates,AE,Emirate of Sharjah,SH,25.381388888,55.403055555,0
3873093,Q130554593,CITY,Al Hiyar,Al Hiyar,United Arab Emirates,AE,Emirate of Abu Dhabi,AZ,24.5888856,55.7441575,7610
3337513,Q4704063,CITY,Al Hulaylah,Al Hulaylah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.885555555,56.052222222,0
3381620,Q4704101,CITY,Al Jaddah,Al Jaddah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.996111111,56.084166666,0
3304561,Q4704216,CITY,Al Khan,Al Khan,United Arab Emirates,AE,Emirate of Sharjah,SH,25.331944444,55.358888888,0
3378688,Q4704220,CITY,Al Khari,Al Khari,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.096388888,56.026388888,0
3275167,Q4704223,CITY,Al Khashfah,Al Khashfah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,26.028333333,56.139444444,0
3871686,Q55603483,CITY,Al Madam,Al Madam,United Arab Emirates,AE,Emirate of Sharjah,SH,24.96138889,55.79027778,11120
3301004,Q4704352,CITY,Al Mahamm,Al Mahamm,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.675,55.990277777,0
3515514,Q4117373,ADM2,Al Mamzar,Al Mamzar,United Arab Emirates,AE,Emirate of Dubai,DU,25.309469444,55.342811111,0
3872340,Q130518454,CITY,Al Manzafah,Al Manzafah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.1054266,56.1960864,0
3354245,Q4704399,CITY,Al Masafirah,Al Masafirah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.683333333,55.95,0
3378473,Q4704405,CITY,Al Mataf,Al Mataf,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.833333333,55.983333333,0
3330168,Q4704533,CITY,Al Naslah,Al Naslah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,24.866096,56.2606302,0
3331390,Q4704646,CITY,Al Qir,Al Qir,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,26.036388888,56.097777777,0
3244005,Q4704658,CITY,Al Qurayyah,Al Qurayyah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.239444444,56.360555555,0
3289452,Q4704670,CITY,Al Quwayz,Al Quwayz,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.774722222,55.969722222,0
3196047,Q4704913,CITY,Al Usayli,Al Usayli,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.616666666,56.0,0
3843593,Q126811512,CITY,Al Yafnah,Al Yafnah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.7345342,56.0991996,0
3718287,Q4783046,CITY,Ar Rafa'ah,Ar Rafa'ah,United Arab Emirates,AE,Emirate of Umm Al Quwain,UQ,25.615277777,55.702777777,0
3874960,Q130778752,CITY,Ar Riwedah,Ar Riwedah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.5067122,56.0820438,0
3362794,Q2485175,CITY,Ar-Rams,Ar-Rams,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.878888888,56.023611111,0
3872685,Q130530980,CITY,As Saman,As Saman,United Arab Emirates,AE,Emirate of Sharjah,SH,25.2325576,55.8162727,0
3351271,Q4803019,CITY,As Sur,As Sur,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.779166666,55.994722222,0
3875035,Q130901662,CITY,Ashashah,Ashashah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.4598022,56.1671803,0
3840109,Q125607594,CITY,Asimah,Asimah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.40339,56.14551,0
3375942,Q4813182,CITY,Athabat,Athabat,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.161111111,56.096388888,0
3849088,Q127425805,CITY,Aţ Ţawyēn,Aţ Ţawyēn,United Arab Emirates,AE,Emirate of Fujairah,FU,25.553532,56.0768012,0
3849162,Q126727648,CITY,Baighit,Baighit,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.9293803,56.1538078,5
3832837,Q4857773,CITY,Baqal,Baqal,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.689444444,56.088333333,0
3264797,Q4904192,CITY,Bidiyah,Bidiyah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.675,55.971944444,0
3844792,Q127611052,CITY,Buaiba,Buaiba,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.7156777,56.1260907,0
3874969,Q130792936,CITY,Dab‘ah,Dab‘ah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.4948732,56.1762705,0
3385163,Q3492833,CITY,Dadna,Dadna,United Arab Emirates,AE,Emirate of Fujairah,FU,25.5225,56.355555555,0
3826995,Q116867858,CITY,Dafalas,Dafalas,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.95167,56.14944,0
3337523,Q3695961,CITY,Daftah,Daftah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.274166666,56.183333333,0
3832862,Q5276392,CITY,Dahan,Dahan,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.7738,55.9254,0
3842722,Q125956154,CITY,Danam,Danam,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.753526,56.1351963,0
3875142,Q5222043,CITY,Darah,Darah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.10083,56.05722,0
3402153,Q5243010,CITY,Dayah,Dayah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.883333333,56.05,0
3338264,Q5243267,CITY,Daynah,Daynah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.043888888,56.011111111,0
3844020,Q126895248,CITY,Deira Al-Tamba,Deira Al-Tamba,United Arab Emirates,AE,Emirate of Fujairah,FU,25.6288596,56.1293701,0
3367663,Q5268669,CITY,Dhad al Arab,Dhad al Arab,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.616666666,55.85,0
519,Q3492826,CITY,Dhaid,Dhaid,United Arab Emirates,AE,Emirate of Sharjah,SH,25.283333333,55.883333333,20165
3872205,Q3696182,CITY,Dibba Al-Fujairah,Dibba Al-Fujairah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.616667,56.266667,41017
571,Q6742405,CITY,Dibba Al-Hisn,Dibba Al-Hisn,United Arab Emirates,AE,Emirate of Sharjah,SH,25.608888888,56.275833333,26395
3267816,Q5275243,CITY,Difan,Difan,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.785833333,55.943055555,0
3368895,Q5280142,CITY,Diqdaqah,Diqdaqah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.6693136,55.9653814,0
3473851,Q5281911,CITY,Discovery Gardens,Discovery Gardens,United Arab Emirates,AE,Emirate of Dubai,DU,25.03739444,55.14484444,0
3519123,Q612,CITY,Dubai,Dubai,United Arab Emirates,AE,Emirate of Dubai,DU,25.269722222,55.309444444,3564931
3671889,Q1262899,ADM2,Dubai Internet City,Dubai Internet City,United Arab Emirates,AE,Emirate of Dubai,DU,25.095,55.16,24000
3872582,Q130519019,CITY,Esfai,Esfai,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.1101015,56.1414961,0
3243207,Q5427529,CITY,Fa'y,Fa'y,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.170555555,56.101388888,0
3339643,Q5431628,CITY,Falaj Al-Mu'alla,Falaj Al-Mu'alla,United Arab Emirates,AE,Emirate of Umm Al Quwain,UQ,25.353055555,55.853333333,0
3442909,Q15217438,CITY,Fashrah,Fashrah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,24.88,56.20638889,0
3209291,Q5439120,CITY,Fayyad,Fayyad,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,24.958055555,56.203333333,0
3323978,Q5555170,CITY,Ghadf,Ghadf,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.283888888,56.173055555,0
3430942,Q5555217,CITY,Ghaghah,Ghaghah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.766666666,56.066666666,0
3254256,Q5555284,CITY,Ghalilah,Ghalilah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.9975,56.074444444,0
3384534,Q5555307,CITY,Ghamarah,Ghamarah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.294166666,56.169722222,0
3304532,Q5555978,CITY,Ghayl,Ghayl,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.4,56.066666666,0
3212791,Q5557517,CITY,Ghubb,Ghubb,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.808888888,55.990833333,0
3656554,Q5557520,CITY,Ghubbat Khawrah,Ghubbat Khawrah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,26.042777777,56.135,0
3201517,Q5592592,CITY,Gragrah,Gragrah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.464722222,55.984722222,0
3271152,Q5636743,CITY,Habhab,Habhab,United Arab Emirates,AE,Emirate of Fujairah,FU,25.606666666,56.05,0
3251552,Q5638302,CITY,Hafarah,Hafarah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.033333333,56.316666666,0
3203542,Q15222648,CITY,Ham Ham,Ham Ham,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.68611111,55.96388889,0
3313896,Q15222974,CITY,Haqil,Haqil,United Arab Emirates,AE,Emirate of Fujairah,FU,25.44611111,56.35166667,0
3227279,Q5654283,CITY,Harat Al Awalah,Harat Al Awalah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,26.016388888,56.1325,0
3883532,Q5663838,CITY,Harrah,Harrah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,24.99,56.217222222,0
3224195,Q5678651,CITY,Hasat al Bidiyah,Hasat al Bidiyah,United Arab Emirates,AE,Emirate of Sharjah,SH,25.320555555,55.974444444,0
3430534,Q15223291,CITY,Hatiyah,Hatiyah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.403774,56.1445377,0
3857682,Q770233,CITY,Hatta,Hatta,United Arab Emirates,AE,Emirate of Dubai,DU,24.80073,56.12726,15324
3206411,Q5872928,CITY,Hiyawah,Hiyawah,United Arab Emirates,AE,Emirate of Sharjah,SH,25.36,56.348888888,0
3270582,Q15224279,CITY,Hizayib az Zanah,Hizayib az Zanah,United Arab Emirates,AE,Emirate of Sharjah,SH,25.31583333,55.41194444,0
3338947,Q15226502,CITY,Hudaybah,Hudaybah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.79638889,55.98277778,0
3284434,Q5951338,CITY,Huwaylat,Huwaylat,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,24.877222222,56.173333333,0
3874979,Q130780705,CITY,Jareef,Jareef,United Arab Emirates,AE,Emirate of Fujairah,FU,25.5148721,56.0724894,0
3446998,Q1686086,CITY,Jebel Ali Village,Jebel Ali Village,United Arab Emirates,AE,Emirate of Dubai,DU,25.034936111,55.117052777,0
3387938,Q1142971,CITY,Jumeirah,Jumeirah,United Arab Emirates,AE,Emirate of Dubai,DU,25.210069444,55.248961111,39080
3872905,Q2204078,CITY,Kalba,Kalba,United Arab Emirates,AE,Emirate of Sharjah,SH,25.0513,56.35422,54876
3439777,Q6398765,CITY,Khabakhib,Khabakhib,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.438055555,56.098055555,0
3212930,Q6400751,CITY,Kharran,Kharran,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.713055555,55.969166666,0
3418005,Q6400949,CITY,Khatt,Khatt,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.624166666,56.016666666,0
3872941,Q130547468,CITY,Khawr Kalbā,Khawr Kalbā,United Arab Emirates,AE,Emirate of Sharjah,SH,25.0371239,56.3623119,0
3249032,Q6401069,CITY,Khawr Khuwayr,Khawr Khuwayr,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.967222222,56.054444444,0
3347612,Q6401115,CITY,Khazam,Khazam,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.765,55.934166666,0
124,Q764279,CITY,Khor Fakkan,Khor Fakkan,United Arab Emirates,AE,Emirate of Sharjah,SH,25.339166666,56.356111111,39151
3224635,Q6506005,CITY,Lazimah,Lazimah,United Arab Emirates,AE,Emirate of Umm Al Quwain,UQ,25.586111111,55.563333333,0
3386786,Q6702774,CITY,Lulayyah,Lulayyah,United Arab Emirates,AE,Emirate of Sharjah,SH,25.390555555,56.354722222,0
3311998,Q6730445,CITY,Maghribiyah,Maghribiyah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.2,56.05,0
3823959,Q124811186,CITY,Mak Sikek,Mak Sikek,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.7605,56.11714,0
3293652,Q1888663,CITY,Manama,Manama,United Arab Emirates,AE,Emirate of Ajman,AJ,25.33,56.021944444,5823
3281237,Q15245346,CITY,Manqashah,Manqashah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,26.035,56.14861111,0
3872548,Q60743083,CITY,Margham,Margham,United Arab Emirates,AE,Emirate of Dubai,DU,24.899518,55.6254536,930
3207640,Q6760852,CITY,Marhamid,Marhamid,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.095,56.027222222,0
3331034,Q3367129,CITY,Masafi,Masafi,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.313333333,56.162777777,0
3227403,Q6782320,CITY,Masah,Masah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.301388888,56.163611111,0
3211995,Q3133042,CITY,Masfut,Masfut,United Arab Emirates,AE,Emirate of Ajman,AJ,24.81089,56.10657,8988
3246810,Q6794447,CITY,Mawrid,Mawrid,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.4325,56.115,0
3298090,Q6797009,CITY,Maydaq,Maydaq,United Arab Emirates,AE,Emirate of Fujairah,FU,25.338888888,56.103888888,0
3290270,Q6864883,CITY,Minha,Minha,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.158333333,56.081111111,0
3227181,Q6930670,CITY,Muaifi,Muaifi,United Arab Emirates,AE,Emirate of Sharjah,SH,25.361666666,56.344722222,0
3871640,Q60785373,CITY,Mudayrah,Mudayrah,United Arab Emirates,AE,Emirate of Ajman,AJ,24.830655,56.0359823,0
3234951,Q6933511,CITY,Mukhtaraqah,Mukhtaraqah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.541111111,56.130555555,0
3266991,Q6937491,CITY,Muraytah,Muraytah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.404166666,56.061944444,0
300,Q6401643,CITY,Murbah,Murbah,United Arab Emirates,AE,Emirate of Sharjah,SH,25.280555555,56.364166666,2000
3299036,Q6939057,CITY,Murrah,Murrah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.194722222,56.216944444,0
3714175,Q117287828,CITY,Musaibat,Musaibat,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.91432,56.15549,2
879,Q21735810,CITY,Muzayri‘,Muzayri‘,United Arab Emirates,AE,Emirate of Abu Dhabi,AZ,23.143611111,53.788055555,10000
3382673,Q252275,CITY,Nahwa,Nahwa,United Arab Emirates,AE,Emirate of Sharjah,SH,25.273333,56.285167,0
3210637,Q4783073,CITY,Najd Al Miqsar,Najd Al Miqsar,United Arab Emirates,AE,Emirate of Sharjah,SH,25.346666666,56.316666666,0
3232374,Q7265694,CITY,Qabas,Qabas,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,26.035555555,56.108333333,0
3822215,Q124805722,CITY,Qada'ah,Qada'ah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.75044,56.14647,0
3872588,Q6404586,CITY,Qadfa,Qadfa,United Arab Emirates,AE,Emirate of Fujairah,FU,25.2915459,56.363518,0
3258577,Q7265804,CITY,Qaf'ah,Qaf'ah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,26.038055555,56.108611111,0
3314884,Q7266748,CITY,Qarat ad Dulm,Qarat ad Dulm,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.860277777,56.025,0
3640608,Q7272958,CITY,Qurm,Qurm,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.911388888,56.064166666,0
3408036,Q7272983,CITY,Qusaydat,Qusaydat,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.763611111,55.975555555,0
3872722,Q130526495,CITY,Rafadah,Rafadah,United Arab Emirates,AE,Emirate of Sharjah,SH,24.9107767,55.7391018,0
3428684,Q7282405,CITY,Rafaq,Rafaq,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,24.875,56.245555555,0
3365210,Q7289704,CITY,Ramlah,Ramlah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.361666666,56.043611111,0
3705220,Q117304338,CITY,Ras Ash,Ras Ash,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.96779,56.16786,0
3418785,Q7339032,CITY,Riyamah,Riyamah,United Arab Emirates,AE,Emirate of Fujairah,FU,25.546111111,56.058888888,0
3256658,Q7378588,CITY,Rughaylat,Rughaylat,United Arab Emirates,AE,Emirate of Fujairah,FU,25.116666666,56.35,0
413,Q1023786,CITY,Ruwais,Ruwais,United Arab Emirates,AE,Emirate of Abu Dhabi,AZ,24.11685491,52.73301956,25000
3836918,Q125255308,CITY,Sabah,Sabah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.75904,56.07612,0
3406907,Q7404511,CITY,Salihiyah,Salihiyah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.720555555,55.988055555,0
3831755,Q124822739,CITY,Samarat,Samarat,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,25.68907,56.13699,0
3208077,Q7421197,CITY,Saqamqam,Saqamqam,United Arab Emirates,AE,Emirate of Fujairah,FU,25.173611111,56.333611111,0
3363798,Q7429232,CITY,Sayh as Saqlah,Sayh as Saqlah,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,24.883333333,56.166666666,0
3867373,Q3696195,CITY,Sha'am,Sha'am,United Arab Emirates,AE,Emirate of Ras Al Khaimah,RK,26.024444444,56.083888888,1550
